osm_id,name,place_type,latitude,longitude,district
4444913496,Kowthaari Munai,village,9.5659162,80.1265575,
4444913497,Kalmunai Point,village,9.6003121,80.0565415,
4444913498,Veddukaadu,village,9.5442652,80.1575898,
4444913499,Mannithalai,village,9.5896557,80.0946631,
4445227541,Nagathevanthurai,village,9.5284797,80.2314491,
4445349728,Chelliatheevu,village,9.482366,80.2380235,
4445358676,Aalankeni,village,9.4624473,80.2443819,
4445368715,Nallur,village,9.4532099,80.2608912,
4445376291,Neevil,village,9.4377107,80.3171672,
4446901662,Palaly,town,9.7899132,80.0757877,
4449040986,Achchuvely,town,9.7789402,80.1153569,
4449346992,Bharanikkavu,town,9.0597089,76.6381905,
4451051810,Varany,town,9.7286374,80.2283456,
4451088396,Nelliyady,town,9.7992119,80.1997538,
4451416194,Kurumpasiddy,village,9.7739891,80.066666,
4451416195,Vayavilan,village,9.7795149,80.0804953,
4451419073,Kadduvan,village,9.7785706,80.0573049,
4451420606,Punnalaikadduvan,village,9.7551136,80.0653117,
4451421044,Mayiliddithurai,village,9.8088123,80.0658802,
4451422461,Keerimalai,village,9.8118894,80.0098736,
4451424713,Senthankulam,village,9.8079526,79.9978521,
4451444344,Mathagal,village,9.7908865,79.9653929,
4451459675,Piraanpattu,village,9.7663857,79.9761416,
4451459676,Ilavalai,village,9.7933746,79.9925742,
4451652129,Thaiyiddy,village,9.8111765,80.0572932,
4451652130,Mayiliddy,village,9.8100751,80.0717924,
4451652131,Pannalai,village,9.7894536,80.0141669,
4451652132,Viththagapuram,village,9.7931932,80.0169684,
4451652133,Kollankaladdy,village,9.8041967,80.0188471,
4451652134,Maaviddapuram,village,9.7947734,80.0276647,
4451687099,Maruthanar Madam,village,9.7260547,80.0251331,
4451766539,Periyavilaan,village,9.7843441,79.9852321,
4451766540,Siruvilaan,village,9.787167,80.0000897,
4451805791,Mullanai,village,9.7888413,79.9939335,
4451805792,Mareesan Koodal,village,9.8031783,79.9838773,
4451824746,Nunasai,village,9.7899514,79.9521743,
4452654358,Pallai,town,9.6101172,80.3255555,
4453032213,Sillalai,village,9.7808447,79.9549928,
4453184587,Eluthumadduval,village,9.6755257,80.2619442,
4453184588,Kilaali,village,9.617143,80.2722989,
4453185189,Muhamaalai,village,9.6569375,80.2906435,
4453193110,Arasarkerny,village,9.6283193,80.3282491,
4453193111,Vembodukerny,village,9.6443942,80.3021888,
4453193112,Iththaavil,village,9.6395944,80.3207009,
4453199943,Muhaavil,village,9.5909392,80.3943136,
4453219048,Maamunai,village,9.6589414,80.3608323,
4453259923,Ampan,village,9.7398837,80.2657246,
4453259924,Naagar Kovil,village,9.703849,80.3152398,
4453259925,Kudaarapu,village,9.6855171,80.3256504,
4453259929,Manal Kadu,village,9.7710849,80.2759702,
4453259930,Kudaththanai,village,9.7577634,80.2566299,
4453380088,Karanthai,village,9.5779861,80.3884695,
4453645617,Thampahamam,village,9.6195745,80.363355,
4453663169,Tellippalai,town,9.7821806,80.0361111,
4453663170,Varuththalaivilan,village,9.7881687,80.0490079,
4453663171,Veemankamam,village,9.7921857,80.0389258,
4453663172,Mallakam,village,9.7618121,80.0247801,
4454770274,Erlalai South,village,9.7609917,80.0434834,
4454770275,Usan,village,9.6499505,80.2410223,
4454770277,Kupillaan,village,9.7669339,80.0595971,
4454770278,Erlalai North,village,9.7716729,80.0494015,
4455273889,Ponkunnam,town,9.564952,76.755683,
4455826290,Urumpirai,village,9.7258891,80.0414281,
4455834908,Thachanthoppu,village,9.660553,80.1084425,
4455834909,Kovilakandy,village,9.6464448,80.1096243,
4455834910,Arukuveli,village,9.6159714,80.167216,
4455834911,Thanankilappu,village,9.6336295,80.1529075,
4455834912,Maravan Pulo,village,9.6370291,80.1267447,
4456376858,Vellampokady,village,9.6713386,80.2104899,
4456376859,Vembodukerny South,village,9.6295955,80.2854227,
4456376860,Allarai,village,9.6626362,80.1895366,
4456376861,Karampagam,village,9.6499921,80.2592436,
4456376862,Vidaththal Pallai,village,9.6245245,80.2494682,
4456376863,Ketpeli,village,9.6394378,80.2262718,
4456376864,Allipallai,village,9.5969956,80.3064038,
4456376865,Kachchai,village,9.6517698,80.203782,
4456376866,Tharmakerny,village,9.5654758,80.3586486,
4456376867,Pulopallai,village,9.5830111,80.327,
4456376868,Urvanihan Pattu,village,9.5430161,80.3728269,
4456376869,Sangathanai,village,9.6637506,80.1757037,
4456376870,Kachaarveli,village,9.6177537,80.3021675,
4457271594,Vadaliyadaippu,village,9.7663249,79.9578226,
4457271595,Siththankerny,village,9.7529067,79.9577478,
4463032498,Manthikai,village,9.8064041,80.2252317,
4463113770,Thumpalai,village,9.8177403,80.2437137,
4463113771,Thunnalai,village,9.7873278,80.2232834,
4463113772,Navindil,village,9.8119753,80.1856536,
4463113773,Katkovalam,village,9.8089786,80.2508052,
4463113774,Karaveddy,village,9.7880007,80.1948998,
4463113775,Polykandy,village,9.8266482,80.1894442,
4463113776,Nellandai,village,9.8152638,80.2512569,
4463113777,Karanavai,village,9.802348,80.1847715,
4463113778,Urani,village,9.8257161,80.1798536,
4463113779,Varaathupalai,village,9.8074489,80.238771,
4463113780,Viyaapaari Moolai,village,9.828242,80.2154347,
4463113781,Puttalai,village,9.8052798,80.230952,
4463113782,Thampasiddy,village,9.8210133,80.225579,
4463113783,Puloly,village,9.8118444,80.2328455,
4463113784,Thikkam,village,9.8273728,80.1963377,
4463153749,KamparMalai,village,9.8242807,80.1521779,
4463153750,Sakkoddai,village,9.8308003,80.2232122,
4463153752,Nediyakadu,village,9.8227761,80.1744502,
4463153753,Thondaimanaru,village,9.8096086,80.1319898,
4463153754,Kommantharai,village,9.8166882,80.1592481,
4463153755,Inparsiddy,village,9.8333019,80.2102172,
4463153756,Kerudavil,village,9.8208151,80.1403683,
4463153757,Suppar Madam,village,9.8295878,80.2285185,
4463153758,Urikaadu,village,9.8230451,80.1605756,
4463164601,Anaikoddai,village,9.7017383,79.9961302,
4463164603,Kaakai Theevu,village,9.6907806,79.9960554,
4463164604,Navaali,village,9.7193178,79.9813382,
4463164605,Kallundai,village,9.700635,79.979498,
4464455804,Valalai,village,9.8005561,80.098979,
4464455805,Idaikaadu,village,9.8034604,80.1170613,
4464455806,Sandilipay,village,9.7424605,79.9871313,
4464455807,Kathiripaay,village,9.7907398,80.1156962,
4464455808,Nelliyaan,village,9.7640373,79.9238032,
4464455809,Pathameny,village,9.7829855,80.112866,
4464455810,Thampalai,village,9.796067,80.1193088,
4464455811,Sankaraththai,village,9.7346796,79.9600662,
4464473339,Evinai,village,9.7546289,80.0753689,
4464473341,Tholakaddy,village,9.7847167,80.0858553,
4465097856,Alvai,village,9.8198716,80.2060693,
4467521832,Mirusuvil,village,9.6667749,80.2380356,
4467792631,Irupalai,village,9.693016,80.0479848,
4467792632,Kaddaipirai,village,9.6768743,80.0567042,
4468083857,Alaveddy,village,9.7667675,80.0072325,
4468083858,Kantharodai,village,9.7508976,80.0089587,
4468083860,Thoddilady,village,9.7552615,79.9842651,
4468083861,Navakkiry,village,9.7661864,80.0986967,
4468083862,Puttur,village,9.7509202,80.0954708,
4468083864,Raaththalady,village,9.7664536,79.9341245,
4468083865,Anthanan Thidal,village,9.7459641,80.1843231,
4468083866,Panippulam,village,9.7723274,79.9506622,
4468083867,Mandaan,village,9.7865705,80.1724934,
4468083868,Pannaakam,village,9.760627,79.9542611,
4468083869,Imayanan,village,9.8012723,80.1736313,
4469367417,Kaputhoo,village,9.7478829,80.1690683,
4469367419,Neervely,village,9.72306,80.0754616,
4469412266,Koyil Santhai,village,9.7845695,80.2092303,
4469412267,Yarkkaru,village,9.7795831,80.2066934,
4469440060,Varany North,village,9.7487591,80.2314576,
4469440131,Naavatkaadu,village,9.7111681,80.2454362,
4469440132,Kudamiyan,village,9.6943907,80.2379207,
4469440134,Idaikurichchy,village,9.7338607,80.2225873,
4469440136,Thaavalai Iyattalai,village,9.6896505,80.190982,
4469440138,Varany Iyattalai,village,9.7071805,80.210127,
4469440139,Manthuvil,village,9.6985893,80.1817603,
4469440140,Karampaikurichchi,village,9.7225164,80.2182513,
4469440141,Maasery,village,9.7398651,80.2391016,
4469447631,Inuvil,village,9.7176295,80.0181157,
4469447632,Kondavil East,village,9.7019988,80.0348813,
4469447633,Kondavil West,village,9.7087085,80.0213127,
4469447634,Kokkuvil,village,9.6987895,80.0190257,
4469451044,Valveddy,village,9.8142169,80.1709892,
4469451045,Samarapahu,village,9.8115849,80.1772372,
4469451046,Udupiddy,village,9.8045384,80.1623544,
4469452824,Aavarangal,village,9.7502953,80.1089149,
4469452825,Vaatharawattai,village,9.7290191,80.1377647,
4469465090,Kurinchatheevu,village,9.5288064,80.3902841,
4471127575,Kanakkankadavu,village,10.173414,76.2737268,
4471324993,Naranganam,village,9.3167112,76.7526337,
4471710290,Palaiya,village,11.6758674,76.8928015,
4478614294,Valluvarpannai,village,9.3444888,80.3589922,
4478614295,Navalarpannai,village,9.3509692,80.3486981,
4487003997,Pathanad,village,9.508758,76.6939967,
4489579713,Nunavil,village,9.6687279,80.1399352,
4489923165,Alwarthirunagar,suburb,13.0443224,80.1879821,
4494002092,Suthumalai,village,9.7173383,80.0024237,
4494002093,Thaavady,village,9.7089255,80.0091148,
4494263059,"Elampally, Neyyattusserry",village,9.5932828,76.7143232,
4503744625,Puthenchira,village,10.2659348,76.2369221,
4511732484,Mayakkai,village,9.8164813,80.2184255,
4513229961,Mangalampet,village,11.6338647,79.2791234,
4528255179,Thekkethukavala,village,9.5362381,76.7566035,
4528255181,Chirakkadavu,village,9.5288894,76.7843088,
4530224187,Partibanur,village,9.5856411,78.4546095,
4531677090,HBR Layout,suburb,13.031992,77.6280789,
4531817146,Nannilam,town,10.8809343,79.6134712,
4532819415,Sengappadai,village,9.3608862,78.3946586,
4534146845,Atchelu,village,9.737947,80.0680018,
4543308325,Elanthapatti,village,10.7031289,78.7977277,
4543308327,Pangunivayal,village,10.5980111,78.7857622,
4543308333,Mangadevanpatti,village,10.5707898,78.8295896,
4543308334,Kovilpatti,village,10.592394,78.8377755,
4543308500,Suriyur,village,10.6608039,78.7875044,
4543308501,Manakudipatti,village,10.609801,78.7828417,
4543308502,Pallathupatti,village,10.5928693,78.7804248,
4543308505,Valiyampatti,village,10.6042686,78.8470936,
4559312842,Chempian Pattu South,village,9.6310794,80.3865988,
4559339592,Gurunagar,village,9.6541593,80.0170572,
4561515026,Punitha Nagar,village,9.8033467,80.2491335,
4561891707,Valaippaadu,village,9.356033,80.067496,
4561907450,Koddaikaadu,village,9.724346,79.9391777,
4561921828,Kiraanchi,village,9.3306832,80.105115,
4561921831,Veravil,village,9.349875,80.0852606,
4561954978,Kumulamunai,village,9.2801316,80.1284882,
4561954979,Naachikudaa,village,9.2594283,80.1242454,
4562272027,Kalammana Koppalu,village,12.5990996,76.2437951,
4562272028,Shegavalu,village,12.5952596,76.2031435,
4562777963,Jeyapuram South,village,9.3136825,80.1771829,
4562777964,Mulankavil,town,9.2504437,80.1461421,
4562777965,Jeyapuram,village,9.3508729,80.1819659,
4563125052,Pallavarayankaddu,village,9.2994486,80.1562292,
4563125053,Kariyalai Nagapaduvaan,village,9.2826929,80.1518463,
4564205037,Erumaitivu,village,9.3386215,80.0556553,
4564207077,Kaakaitivu,village,9.3165111,80.0802804,
4564230254,Chempankundu,village,9.4344191,80.196487,
4564230255,Madduvilnadu,village,9.5145954,80.188732,
4564230256,Palavi,village,9.4171693,80.1262894,
4564253708,Pallikuda,village,9.4873618,80.1881942,
4564293314,Keerimunai,village,9.38931,80.0589382,
4564293317,Ponnaveli,village,9.3742272,80.0838376,
4564293325,Vannakanvelli,village,9.4634044,80.1775958,
4564293328,Kaaralkaddumunai,village,9.4032602,80.0809013,
4564293340,Pallamadu,village,9.4095536,80.1171666,
4564316913,Nochchimunai,village,9.2858389,80.1197925,
4564431588,Mudkompan,village,9.3850772,80.2680462,
4564585300,Annathevan Vayal,village,9.4463997,80.2882303,
4564614345,Vannerikkulam,village,9.3173426,80.2279309,
4564614346,Kunchchukkulam,village,9.3371814,80.2343612,
4564614347,Manniyakulam,village,9.3193578,80.2048562,
4564642052,Aanai Vilunthaan,village,9.3132205,80.2585598,
4564642055,Akkarayan,town,9.3127222,80.3111737,
4565219494,Kumarapuram,village,9.4422694,80.3734062,
4565219495,Periya Paranthan,village,9.4285834,80.3722355,
4565936557,Uruthirapuram,town,9.3931317,80.3537324,
4565936558,Puthumurippu,village,9.3742599,80.3538309,
4565964653,Kanagapuram,village,9.3913713,80.3907886,
4567081610,Kollakurichy,village,9.490068,80.2299329,
4568072460,Thodupuzha,town,9.8976798,76.7134225,
4568230715,Konavil,village,9.3628722,80.3256429,
4568230717,Ootupulam,village,9.3599548,80.3410602,
4568429149,Umayalpuram,village,9.4653678,80.3971117,
4568429153,Uthayanagar,village,9.3781747,80.3985016,
4568429160,Unionkulam,village,9.3403387,80.3219249,
4568429164,Amathipuram,village,9.3155118,80.3280628,
4568429166,Selvanagar,village,9.3771376,80.3644839,
4568506258,Ambaalkulam,village,9.3807636,80.3778472,
4568506259,Jeyanthi Nagar,village,9.4104029,80.3728293,
4568518976,Kanesa Puram,village,9.4231254,80.3881299,
4568632825,Adampan,village,9.3858533,80.3409893,
4568632829,Thirunagar,village,9.415366,80.3939075,
4568632837,Uruthirapuram West,village,9.4112398,80.3194763,
4568647549,Malayalapuram,village,9.346371,80.38643,
4568647550,Krishnapuran,village,9.3559799,80.3747854,
4568649749,Ariviyal Nagar,village,9.3172475,80.3977174,
4568654437,Ponnagar,village,9.3100248,80.3997343,
4569876914,Maruthipatti,village,12.1463679,78.4362135,
4569876947,Vellampatti,village,12.1608004,78.4355198,
4569883764,Valukkalotti,village,9.570924,78.0100477,
4569962889,Kunduvampadam,village,10.848398,76.463362,
4572612063,Alangad,village,10.8540941,76.4389052,
4575269358,Maniyanthoddam,village,9.6459456,80.0598738,
4575963021,Omalur,town,11.7428538,78.0472667,
4576278238,Skanthapuram,village,9.3364212,80.3060513,
4580733923,Avalahalli,village,13.1356316,77.5651737,
4586273674,Kooroppada,village,9.5985255,76.6456438,
4592194577,Cuddalore,city,11.7564329,79.7634644,
4592194578,Devakottai,town,9.9456925,78.826915,
4592194579,Ulundurpettai,town,11.6907707,79.2886863,
4592194580,Virudhachalam,town,11.5164014,79.3287778,
4592897144,Puthur,suburb,10.7884208,76.6620069,
4593918254,Thamarakulam,village,9.1451159,76.6144086,
4596755553,Sadivayal,village,10.9435228,76.7248745,
4596762301,Semmedu,village,10.9563585,76.7592516,
4597676798,Karakkurissi,village,10.9303714,76.4882527,
4597720456,Elumbulasseri,village,10.9236473,76.4608288,
4597722036,Pulapetta,village,10.899908,76.4831068,
4597762167,Pombra,village,10.9330757,76.4511583,
4597762965,Ponnamkode,village,10.9475981,76.5176242,
4597764595,Pallikurup,village,10.9663039,76.4758664,
4597770966,Changaleeri,village,10.9539605,76.4342976,
4599462500,Attasseri,village,10.9533678,76.3548367,
4599488550,Nattukkal,village,10.9679144,76.355646,
4599829603,Manachanallur,town,10.9114112,78.699836,
4601115978,Ariylai South West,village,9.6606716,80.03613,
4603319450,Karimba,village,10.9199042,76.5229488,
4603328148,Nottanmala,village,10.9920678,76.4713181,
4603355048,Poovathani,village,10.9427443,76.3208671,
4603382329,Odamala,village,10.9473124,76.2787176,
4604011275,Sinnathambanai,village,8.7899315,80.299679,
4604186684,Cherukode,village,11.1613449,76.2287914,
4609608973,Periyathottam pudur,village,11.3518945,77.0641137,
4610399726,Amminikkad,village,10.9675179,76.2688009,
4612592438,Deevattipatty,village,11.870183,78.0854447,
4612606679,Satyamangalam,town,11.5010757,77.2451357,
4620515024,Chenappady,village,9.506384,76.7965518,
4621834750,Nerumbur,village,12.5218654,80.0670527,
4621834757,Aragalur,village,11.5612269,78.7894214,
4621834758,Thengode,suburb,10.026764,76.3692662,
4621834759,Anna Nagar,suburb,9.9216749,78.1481372,
4621834760,Muthukulam,village,9.2151944,76.4593003,
4624943911,Vadanamkurussi,village,10.7869885,76.2530044,
4625678090,Chinnakanal,village,10.0428441,77.1806942,
4627943192,Pothamedu,village,10.0547382,77.0667398,
4634651715,Puththuvedduvan,village,9.2562752,80.3692406,
4634651864,Palayamurikandy,village,9.2463178,80.3326594,
4634679075,Iyankankulam,village,9.2149491,80.3274813,
4638895690,Therankadal,village,9.1623434,80.3019587,
4638895716,Veddaiyadaippu,village,9.1770961,80.2887094,
4638895795,Uyilankulam,village,9.1951926,80.2891455,
4638895825,Alankulam,village,9.1666308,80.2857336,
4639408685,Thenniyan Kulam,village,9.210702,80.2509106,
4641593153,Ambalaperumalkulam,village,9.2632403,80.2805262,
4641597923,Koddaikaddiyakulam,village,9.2362535,80.2708324,
4646258174,Yogapuram,village,9.1317791,80.2984594,
4646263595,Aninchiyankulam,village,9.1247501,80.3145008,
4646263644,Mallavi,town,9.1466637,80.2923074,
4646269706,Vannivilankulam,village,9.1263553,80.3988968,
4646269707,Paalaipaani,village,9.0457767,80.3891597,
4651093121,Kalvilaan,village,9.1399487,80.2397385,
4651093138,Thunukkai,village,9.1431816,80.2708674,
4657483857,Perunagar,village,12.6494306,79.6554284,
4661452781,Kannakipuram,village,9.3772161,80.2957442,
4661457914,Ambalpuram,village,9.107396,80.3680727,
4661480149,Paali Nagar,village,9.107298,80.327883,
4661480150,Pandiyankulam,village,9.0710721,80.3052962,
4661480157,Vavunikulam,village,9.0914228,80.3273196,
4662946517,Kakkayankulam,village,8.8605688,80.3784122,
4662946532,Kovilpuliyankulam,village,8.8295331,80.3523105,
4662946536,Iranai Illupaikkulam,village,8.8525822,80.3639142,
4662946557,Kalmadu,village,8.8429128,80.3925027,
4662946563,Kalvelikulam,village,8.8508565,80.377252,
4663017346,Kidachuri,village,8.819535,80.3995832,
4663149325,Moondu Murippu,village,8.9857309,80.3543729,
4663271194,Periya Valayankaddu,village,8.9448012,80.3371215,
4663271217,Chinna Valayankaddu,village,8.954814,80.3396322,
4663271223,Ambatta Iluppaikulam,village,8.8663844,80.3596576,
4663271248,Vilaaththikulam,village,8.891461,80.3592242,
4664549099,Periyamadu,village,8.9750555,80.1693019,
4664549104,Keerisuddan,village,8.8797521,80.3004871,
4664552511,Naddankandal,village,9.0562337,80.2944812,
4670638014,Kollavilankulam,village,9.1124618,80.349901,
4674265986,Nedunkeni,village,9.0393539,80.3698335,
4674266123,Kidaipidiththakulam,village,9.0670604,80.336472,
4675427232,Kummakulam,village,9.0665795,80.3983475,
4675427250,Aiyamperumal,village,9.051722,80.3689047,
4676151167,Anthoniyarpuram,village,9.1015699,80.0827558,
4676151176,Iluppaikadavai,village,9.1006604,80.0960516,
4682118812,Chiraddi Kulam,village,9.0378195,80.2444696,
4683154377,Koovappady,village,10.1628794,76.4872377,
4683400221,Thegilamavil Kayamoddai,village,9.1774344,80.1977435,
4683784789,Hulimavu,village,12.1597985,76.7332897,
4684828484,Vilappilsala,village,8.5221887,77.0403605,
4685395135,Moongilpadi,village,11.7406319,78.1132534,
4685494147,Tirupattur,town,12.490898,78.564709,
4685510060,Kuttimulai,village,9.1132814,80.2446179,
4685510066,Poovarasankulam,village,9.1070689,80.2788174,
4685510082,Manavanchan,village,9.1124215,80.2555416,
4685517189,Komparuththa Kulam,village,9.0908955,80.2772475,
4685517190,Parappukal,village,9.0889101,80.2435089,
4685517203,Panichamadu,village,9.04611,80.2072842,
4685517209,Oddankulam,village,9.1091976,80.2659659,
4685517212,Karumpuliyaan,village,9.0962041,80.2906033,
4685532918,Chalampan,village,9.0618174,80.2585842,
4686457483,Kadirampatti,village,12.474836,78.6123706,
4686457484,Annandapatti,village,12.5186619,78.5794545,
4686457485,Natrampalli,village,12.5937269,78.5140944,
4686457486,Bandarappa,village,12.5702715,78.5110903,
4686559707,Sundarampalli,village,12.4071977,78.4551206,
4686560434,Lakkinayakkampatti,village,12.459777,78.504763,
4686560435,Kumchchi,village,12.4528731,78.523871,
4688382652,Iruvil,village,9.0637805,80.2770909,
4688382677,Kumiladi Kulam,village,9.0711189,80.2433721,
4688386238,Iramiyan Kulam,village,9.068627,80.2665267,
4688565184,Konaiyan Kulam,village,9.0400263,80.3320257,
4688567311,Moddai,village,9.0430017,80.2967605,
4688567319,Panankamam,village,9.0460136,80.3071635,
4688687746,Olumadu,village,9.0196782,80.3019411,
4688712482,Uluvaneri,village,9.0509069,80.2851192,
4688778902,Pillaiyinan Kulam,village,9.0236545,80.3378248,
4688778906,Ilamaruthankulam,village,9.0045045,80.3314067,
4688798339,Moopan Kulam,village,9.035387,80.2677358,
4689100053,Chinnapariddiplaiyam,village,12.5899901,77.7254258,
4689100054,Sangipalli,village,12.5995603,77.6583277,
4689130686,Anchetty,village,12.3540721,77.721962,
4689266062,Vellangallur,village,10.3068495,76.2171026,
4689665020,Valliyapalai,village,8.9648576,80.3204077,
4689665024,Kaddayar Perumal Kulam,village,8.9900769,80.2989393,
4690049841,Periya Pandivirichan,village,8.8346122,80.2316328,
4690453496,Parumarathupatti,village,10.5675411,77.8000327,
4690835355,Adaliyur,village,12.3766616,78.5110689,
4692144181,Pamban,village,9.2820256,79.2126824,
4692147107,Kovilkunchukulam,village,8.949519,80.3882703,
4695688842,Poolavadi,village,10.740093,77.3084858,
4698614196,Krishnapura,village,12.9060688,76.782087,
4698615726,Kuppe,village,12.9209025,76.7892609,
4698843899,Mullikulam,village,9.1993636,80.1376594,
4698843901,Vellankulam,town,9.1862041,80.1301566,
4698854663,Thevampiddy,village,9.1934594,80.1125913,
4698854664,Vellaimunthal,village,9.2045301,80.1208151,
4700053161,Kilakkarai,town,9.2306694,78.7842823,
4700053227,Tiruppulani,village,9.2845743,78.8244004,
4700842529,Thikkali,village,9.1317743,80.1516763,
4700842531,Kalmadu,village,9.1581074,80.1330091,
4700842550,Inamalamadu,village,9.1234445,80.1659407,
4700842552,Karayankannaddi,village,9.1492492,80.133596,
4700842553,Pampaddy,village,9.1396367,80.1268096,
4700842576,Mundampiddy,village,9.1464418,80.1174483,
4701240825,Manangudi,village,9.2761679,79.0275032,
4701240826,Pirappanvalasai,village,9.2963279,79.0426524,
4701240827,Irumeni,village,9.3086244,79.0316581,
4702078661,Valantaravai,village,9.3382536,78.911149,
4702079620,Vani,village,9.3380524,78.8845629,
4702110729,Sattakulam,village,9.3321755,78.8974442,
4702320511,Melakottai,village,9.3754114,78.8691105,
4703023134,Nagalapuram,village,9.2336373,78.1352442,
4703171511,Punkanthalvu Madu,village,9.1218002,80.1151812,
4703171523,Murunkaiyadi Puddy,village,9.1109729,80.1204684,
4703171535,Thotta Paddi Madu,village,9.0890527,80.1419783,
4703171544,Kurunthan Kulam,village,9.0972606,80.1656225,
4703171548,Karaiveddy Vembu,village,9.1038787,80.1374758,
4708760807,Banasawadi,village,13.0150607,77.3649316,
4708838373,Tennavanur,village,9.3957873,78.7237806,
4708838374,Bogalur,village,9.4124369,78.7127621,
4708838375,Kolattur,village,9.4461889,78.7917532,
4708838376,Karukudi,village,9.4200153,78.777693,
4708838378,Kavanur,village,9.4247569,78.8095576,
4708838379,Toruvalur,village,9.4189568,78.8262517,
4708838380,Landai,village,9.3614588,78.7756545,
4708838381,Achundanavayal,village,9.3733148,78.8005454,
4708838382,Muttunal,village,9.3824606,78.8122613,
4708838383,Chittur,village,9.3863983,78.784023,
4708838384,Seyyalur,village,9.3888223,78.7464506,
4708838385,Tiyahur,village,9.3826935,78.7221176,
4708839660,Kumarakurichi,village,9.5728859,78.6119191,
4708946777,Paramakkudi,town,9.5411491,78.5921303,
4709453762,Ramaghatta Palya,village,13.4963719,76.4214303,
4714573562,Kanjirapuzha,village,10.9921556,76.5322761,
4715571702,Toravalli,village,11.984389,76.7311704,
4715571703,Maralapura,village,11.9468038,76.7099703,
4715571704,ಹಾಲಹಳ್ಳಿ,village,11.9528025,76.6961461,
4715571705,Kamarahalli,village,11.9450089,76.6847897,
4715571706,Arepura,village,11.9634244,76.6626078,
4715571707,Rangupura,village,11.9696064,76.6476625,
4715571708,Madapattana,village,11.9179597,76.7028941,
4715571709,Mallammanahundi,village,11.835053,76.7612,
4715571710,Kelasuru,village,11.8256546,76.7411907,
4715571711,Channanjayyana Hundi,village,11.8250666,76.7245824,
4715571713,Mudaguru,village,11.8578741,76.7615661,
4715571714,Kaggalada Hundi,village,11.810064,76.7528543,
4715571716,Karakala Madahalli,village,11.7246074,76.7784868,
4715571717,Kandegalada Hosahalli,village,11.781935,76.7245449,
4715571718,Annuru Keri,village,11.7779465,76.6976504,
4715571719,Hulasagundi,village,11.8041016,76.6297301,
4715571720,Madarahalli,village,11.847315,76.6745271,
4715571721,Honnashettara Hundi,village,11.8193461,76.6276689,
4715571722,Mukhahalli,village,11.8184744,76.615041,
4715571723,Honnegowdanahalli,village,11.7586467,76.6191555,
4715571724,Shettahalli,village,11.7077962,76.7182873,
4715642314,Ranganathapura,village,11.9816045,76.7109258,
4715642536,Dadadahalli,village,11.9013549,76.7151637,
4715642883,Savukanahalli,village,11.8833335,76.6060212,
4716999183,Ammanapura,village,11.9552136,77.0367023,
4716999184,Kagalawadi Mole,village,11.9577327,77.0307156,
4716999228,Kolipalya,village,11.7771069,77.0769502,
4716999231,Kebbepura,village,11.9989028,76.7409257,
4716999232,Chikka Beguru,village,11.9855116,76.7456464,
4716999233,Kilalipura,village,11.9776455,76.7725811,
4716999234,Aralikatte,village,11.9913887,76.7601947,
4716999316,Bhujaganapura,village,12.0089064,76.8000564,
4716999317,Benderawadi,village,12.0054329,76.8214979,
4716999318,Kallahalli,village,11.985934,76.9208362,
4716999319,Mukahalli,village,11.993931,77.0288756,
4716999321,Nadakalamole,village,12.0249513,76.9888678,
4716999322,Mahantalapura,village,12.0168503,76.9749096,
4716999324,Yalakkuru,village,12.0301246,76.9500669,
4716999325,Hosamole,village,12.0328108,76.9937387,
4716999327,Linganapura,village,12.0891738,76.9207879,
4716999328,Alasrikattehundi,village,12.1780484,76.8633672,
4716999329,Alduru,village,12.1644512,76.8570747,
4716999330,Jannuru Hosuru,village,12.120608,76.889154,
4716999332,Ganaganurupura,village,12.1293772,76.8519973,
4717526624,Needamangalam,town,10.7716874,79.4144737,
4718018959,Palampiddy,village,8.9285979,80.2131384,
4720944732,Venkataiahana Chatra Hosuru,village,11.8551427,76.954057,
4721060025,Nalluru Mole,village,11.9479145,77.0385608,
4722075244,Kazhugumalai,town,9.1476816,77.7022221,
4722918471,Deshigaudanapura,village,11.9476701,76.8436965,
4723193203,Teramballi,village,12.1437928,77.0596885,
4723193204,Uttamballi,village,12.1424765,77.0764899,
4723193205,Bastipura,village,12.1449938,77.1094918,
4723193206,Surapura,village,12.1099015,77.0835602,
4723193207,Kunagalli,village,12.1162794,77.0812427,
4723193208,Kajjihundi,village,12.1324647,77.0010769,
4723193209,Uppina Mole,village,12.115566,77.026869,
4723193210,Chilakavadi,village,12.1167199,77.0099818,
4723193212,Tagarapura,village,12.1185294,76.9956481,
4723193213,Alahalli,village,12.1133238,76.9869899,
4723193214,Malligahalli,village,12.1114357,76.9946932,
4723463715,Velloor,village,9.8318474,76.4536287,
4724397409,Vidathaltheevu,village,9.0215013,80.0513896,
4724518591,Koddaikadu,village,9.0055067,80.07824,
4724876760,Ganigamangala,village,12.252775,77.3480978,
4724876761,Gundapura,village,12.1349779,77.2497047,
4724876762,Mariyapura,village,12.1896395,77.2482643,
4724876937,Yadakuria,village,12.2408174,77.1325458,
4724878393,Jakkalli,village,12.096332,77.1301204,
4724878394,Lakkarasanapalya,village,12.1377195,77.127685,
4724878395,Kempanepalya,village,12.1322127,77.1264833,
4724878396,Thimmarajepura,village,12.1247548,77.1324271,
4724878397,Siddalyanapura,village,12.1587281,77.1258181,
4724878398,Harale,village,12.1881248,77.1123856,
